chrom	start	end	sample	p-value	src_sample	hap_index	hap_S*_start	hap_S*_end	hap_S*_SNP_num	hap_SNV_num	hap_len	hap_mapped_len	hap_match_num	hap_tot_num	sfs	hap_S*_match(%)	hap_num_match_ref
ms1	NA	NA	0	0.0220034045727	src1	2	NA	NA	21	NA	46905	46000	33	70	108	0.271428571429	664987
ms1	NA	NA	1	6.23472708348e-05	src1	2	NA	NA	20	NA	43480	43000	20	29	108	0.551724137931	577410
ms1	NA	NA	2	0.000122352150653	src1	1	NA	NA	30	NA	30520	30000	30	40	108	0.6	1512028
ms1	NA	NA	3	7.57834418884e-05	src1	1	NA	NA	35	NA	39215	39000	35	44	108	0.590909090909	1227180
ms1	NA	NA	4	0.00445249733131	src1	1	NA	NA	13	NA	49165	49000	26	40	216	0.3625	71195
ms1	NA	NA	5	0.0061097184166	src1	2	NA	NA	16	NA	49165	49000	30	44	216	0.329545454545	85764
ms1	NA	NA	6	0.209329233327	src1	2	NA	NA	15	NA	34670	34000	33	51	108	0.156862745098	1375932
ms1	NA	NA	7	8.28308263203e-05	src1	1	NA	NA	52	NA	49545	49000	57	74	108	0.527027027027	60363
ms1	NA	NA	8	0.149032526571	src1	1	NA	NA	11	NA	31185	31000	33	61	216	0.188524590164	1420038
ms1	NA	NA	9	0.0134590320711	src1	1	NA	NA	14	NA	21050	21000	14	21	108	0.380952380952	1890551
ms1	NA	NA	10	0.000843311805935	src1	2	NA	NA	16	NA	18870	18000	16	17	108	0.588235294118	2324169
ms1	NA	NA	11	0.107866787022	src1	1	NA	NA	14	NA	16770	16000	27	43	108	0.290697674419	838626
ms1	NA	NA	12	0.0104194620482	src1	2	NA	NA	21	NA	40780	40000	42	61	108	0.319672131148	1162631
ms1	NA	NA	13	0.0887692832506	src1	2	NA	NA	19	NA	18980	18000	30	47	108	0.297872340426	765106
ms1	NA	NA	14	0.0234896240085	src1	1	NA	NA	13	NA	37690	37000	44	72	216	0.291666666667	1053826
ms1	NA	NA	15	0.000688532757838	src1	2	NA	NA	27	NA	31010	31000	27	38	108	0.5	1513362
ms1	NA	NA	16	0.0222762096176	src1	2	NA	NA	12	NA	18535	18000	12	17	108	0.352941176471	2054388
ms1	NA	NA	17	0.0188438474573	src1	1	NA	NA	13	NA	45170	45000	30	51	108	0.28431372549	810290
ms1	NA	NA	18	0.112345674078	src1	2	NA	NA	27	NA	45710	45000	44	86	108	0.186046511628	1000803
ms1	NA	NA	19	0.000124104021496	src1	2	NA	NA	17	NA	26245	26000	17	23	108	0.695652173913	1522915
ms1	NA	NA	20	0.00466437111673	src1	1	NA	NA	11	NA	21900	21000	33	44	108	0.477272727273	787029
ms1	NA	NA	21	8.74155589982e-05	src1	1	NA	NA	50	NA	47095	47000	59	73	216	0.623287671233	617738
ms1	NA	NA	22	8.00820533038e-05	src1	2	NA	NA	49	NA	47095	47000	58	72	216	0.631944444444	649333
ms1	NA	NA	23	0.000356893815854	src1	1	NA	NA	34	NA	31280	31000	41	51	108	0.549019607843	910634
ms1	NA	NA	24	0.0997834705703	src1	1	NA	NA	15	NA	47535	47000	39	79	108	0.189873417722	655799
ms1	NA	NA	25	0.00233550668939	src1	2	NA	NA	33	NA	48370	48000	39	70	108	0.364285714286	372081
ms1	NA	NA	26	0.0202868153347	src1	1	NA	NA	25	NA	47865	47000	42	86	108	0.267441860465	595016
ms1	NA	NA	27	0.000410191472936	src1	1	NA	NA	27	NA	38355	38000	35	51	108	0.470588235294	1260386
ms1	NA	NA	28	0.00856804542096	src1	1	NA	NA	25	NA	30875	30000	25	44	216	0.363636363636	1482134
ms1	NA	NA	29	0.00919653108522	src1	2	NA	NA	26	NA	30875	30000	26	45	216	0.355555555556	1505023
ms1	NA	NA	30	0.00653283228579	src1	1	NA	NA	42	NA	39215	39000	50	67	216	0.358208955224	811898
ms1	NA	NA	31	0.0188756152584	src1	2	NA	NA	42	NA	47930	47000	63	90	216	0.288888888889	390079
ms1	NA	NA	32	0.0428468374272	src1	2	NA	NA	16	NA	37055	37000	43	73	108	0.260273972603	1082646
ms1	NA	NA	33	0.00095299001929	src1	1	NA	NA	18	NA	36910	36000	20	31	216	0.451612903226	953839
ms1	NA	NA	34	0.000318157676917	src1	2	NA	NA	22	NA	43465	43000	24	38	216	0.5	788916
ms1	NA	NA	35	0.00120322464204	src1	1	NA	NA	39	NA	31075	31000	47	67	108	0.5	482037
ms1	NA	NA	36	0.000169365274857	src1	2	NA	NA	23	NA	46600	46000	28	41	108	0.512195121951	608152
ms1	NA	NA	37	0.000236485537024	src1	2	NA	NA	11	NA	20615	20000	11	13	108	0.615384615385	1458862
ms1	NA	NA	38	0.000871544640861	src1	2	NA	NA	27	NA	34190	34000	30	41	108	0.463414634146	1395223
ms1	NA	NA	39	0.00101776053443	src1	2	NA	NA	28	NA	38145	38000	49	68	108	0.441176470588	815515
ms1	NA	NA	40	0.00334506969838	src1	1	NA	NA	39	NA	43935	43000	50	81	108	0.364197530864	972475
ms1	NA	NA	41	0.000297021675136	src1	2	NA	NA	28	NA	26100	26000	33	40	216	0.5875	1208665
ms1	NA	NA	42	0.00286126045499	src1	2	NA	NA	31	NA	43545	43000	55	81	108	0.382716049383	759804
ms10	NA	NA	43	0.00143361258036	src1	1	NA	NA	13	NA	20910	20000	13	19	108	0.526315789474	1783605
ms10	NA	NA	44	0.000159569121924	src1	1	NA	NA	25	NA	41155	41000	26	33	108	0.575757575758	965098
ms10	NA	NA	45	0.0026549251875	src1	1	NA	NA	18	NA	12625	12000	20	23	108	0.608695652174	1344293
ms10	NA	NA	46	0.152336570246	src1	2	NA	NA	15	NA	40005	40000	19	33	108	0.166666666667	699122
ms10	NA	NA	47	0.0464940546087	src1	1	NA	NA	13	NA	43810	43000	31	65	108	0.238461538462	931645
ms10	NA	NA	48	0.146019624871	src1	2	NA	NA	26	NA	29300	29000	38	62	108	0.209677419355	1001789
ms10	NA	NA	49	0.00358618224693	src1	2	NA	NA	22	NA	20175	20000	30	42	108	0.5	917688
ms10	NA	NA	50	9.51249086379e-05	src1	1	NA	NA	22	NA	43240	43000	25	32	108	0.59375	830486
ms10	NA	NA	51	0.230686460461	src1	1	NA	NA	15	NA	44440	44000	15	39	108	0.115384615385	164495
ms10	NA	NA	52	0.171071224206	src1	2	NA	NA	11	NA	38900	38000	11	34	216	0.117647058824	85630
ms10	NA	NA	53	1.33309337653e-05	src1	1	NA	NA	20	NA	20755	20000	20	22	108	0.818181818182	2100377
